GI_21729887-A,GI_13787188-A,GI_40254432-S,GI_42659113-S,GI_19923309-S,GI_6006027-S,GI_4757909-S,GI_21389588-S,GI_5453687-S,GI_16936521-S,GI_34328938-A,GI_25777740-S,GI_22027631-I,GI_37550393-S,GI_39725953-S,GI_31982893-S,GI_7662281-S,GI_34106709-A,GI_23346417-S,GI_23312375-A,GI_22095374-S,GI_38455386-S,GI_21361309-S,GI_5803118-S,GI_38788154-I,GI_5803174-S,GI_42403584-A,GI_31442419-S,GI_20336241-S,GI_25952086-S,GI_40806213-S,GI_21362109-S,GI_42734372-S,GI_13787214-I,GI_33598967-S,GI_31342420-S,GI_10518505-A,GI_21359847-S,GI_40538800-S,GI_19923751-S,GI_28916697-S,GI_18379345-S,GI_30410789-A,GI_24308026-S,GI_37540466-S,GI_37540257-S,GI_19311005-S,GI_18677732-S,GI_39995097-S,GI_31742495-S,GI_7706352-S,GI_6382080-S,GI_31621308-S,GI_21327704-A,GI_8923931-S,GI_22749412-S,GI_23503316-S,GI_24308361-S,GI_37574699-S,GI_42657580-S,GI_20070311-S,GI_16306551-S,GI_42658518-S,GI_23312363-A,GI_39725713-S,GI_20547782-S,GI_17402885-I,GI_34303921-S,GI_34577117-S,GI_37546824-S,GI_25952130-S,GI_27735148-S,GI_7705613-S,GI_37537553-S,GI_19923454-S,GI_37541815-S,GI_33239448-S,GI_31317289-A,GI_13899226-S,GI_24308154-S,GI_40255263-S,GI_42658506-S,GI_22748764-S,GI_38455407-S,GI_24308234-S,GI_4557806-S,GI_4502100-S,GI_4757861-S,GI_39725653-S,GI_27735120-S,GI_4505730-S,GI_7662287-S,GI_7706670-S,GI_32130535-S,GI_27475984-S,GI_37549246-S,GI_16950598-S,GI_21618332-S,GI_22035675-S,GI_31543291-S,GI_17738313-S,GI_31083027-S,GI_41393562-I,GI_6996017-S,GI_19923880-S,GI_5730054-S,GI_31542758-S,GI_18152778-S,GI_38348409-S,GI_14149980-S,GI_20531764-S,GI_42661202-S,GI_7705784-S,GI_45120095-S,GI_14249537-S,GI_24308441-S,GI_8923558-S,GI_40385863-S,GI_28872764-A,GI_22749254-S,GI_7710156-A,GI_4557248-S,GI_31377716-S,GI_6005992-I,GI_17999533-S,GI_42660513-S,GI_31317285-A,GI_24308052-S,GI_14589915-I,GI_34147373-S,GI_33942071-S,GI_27532983-A,GI_14249127-S,GI_31377808-S,GI_17402894-A,GI_14149858-S,GI_20127565-S,GI_34222316-S,GI_21536290-S,GI_22749340-S,GI_5803014-S,GI_31543612-S,GI_4585642-S,GI_19923535-S,GI_40255112-S,GI_19923938-S,GI_28872758-A,GI_24431943-S,GI_7661567-S,GI_30474869-I,GI_11184225-S,GI_34328935-S,GI_40316923-I,GI_5922012-S,GI_22208956-S,GI_17978465-S,GI_7706676-S,GI_13518031-S,GI_32528302-S,GI_21389432-S,GI_23397461-S,GI_4503064-S,GI_21700762-S,GI_24307912-S,GI_14150026-S,GI_33186924-S,GI_37541570-S,GI_18765691-S,GI_38201613-A,GI_40217816-S,GI_24308335-S,GI_40538791-S,GI_14149729-S,GI_7661807-S,GI_39777591-S,GI_34147355-S,GI_32129213-S,GI_31343332-S,GI_21389570-S,GI_29740938-S,GI_45446748-S,GI_20336215-A,GI_40018630-A,GI_30795214-A,GI_41349438-I,GI_31341135-S,GI_39995085-S,GI_31317226-S,GI_20127497-S,GI_34222111-S,GI_5032026-S,GI_34222302-S,GI_29570789-I,GI_34222347-S,GI_32698981-S,GI_42741658-S,GI_42657464-S,GI_31542979-S,GI_21614543-S,GI_22095354-S,Classes
-0.22499,0.112764,-1.518049,0.860106,-0.86085,0.605527,-1.454653,0.631521,-0.914009,0.003168,0.349407,-0.040578,-1.206242,0.101597,-0.593371,-0.27926,-0.224221,-0.91512,-0.602338,-0.471002,0.079571,-0.144589,0.583823,-0.013171,0.035884,-0.102181,0.055343,0.417541,-0.847709,0.034925,0.016632,-0.20286,0.030607,-0.909476,0.033906,-0.560487,-0.080447,0.122046,-0.962283,-0.095373,0.258056,0.075644,0.047719,0.380204,0.03094,0.179847,0.045144,-0.768083,-0.201765,0.22129,0.03084,-1.788861,-0.015773,-0.399109,0.501014,-0.139944,0.183724,0.301026,-0.492111,-1.171316,0.101648,0.558184,0.716227,-0.250114,-0.1374,0.030137,-1.444104,-0.713261,-0.368982,0.469309,-0.279676,0.016956,-0.320319,-0.038089,-0.221948,0.190793,-1.145026,-0.447827,0.183447,0.383305,-1.386821,-0.690502,-0.202611,0.189793,-1.123321,1.045728,-0.565142,-0.435897,0.151644,0.666771,0.162111,0.18244,-0.022706,0.158379,-0.507341,-0.263849,-0.704207,-0.56551,0.035892,0.202219,-0.378622,0.073337,-0.19793,0.868497,-0.327375,-0.915665,-0.512584,0.910203,-0.684262,-0.203517,-1.205576,0.345049,-0.287154,0.191676,-0.800974,0.077776,0.061681,-0.340245,-0.765714,0.813501,-0.07764,0.246828,-1.431338,-2.351349,-0.259904,-1.448496,-0.303777,0.034548,-0.816346,-0.173657,0.165503,-0.013427,-1.579652,-0.041643,-0.333251,-0.183501,-0.287773,0.088774,1.286766,0.123895,-0.000645,0.251867,0.057395,0.431162,-0.867098,-0.483625,0.148832,-1.342694,-0.080487,1.026884,0.155693,-0.184426,-0.161878,0.652128,0.130515,0.457152,0.764294,0.752344,-0.135086,0.430813,0.130128,-1.194111,-0.258507,-0.313841,-0.183503,-0.865004,-0.165688,0.614793,0.290142,-1.221259,0.048337,-0.069603,-0.38141,-1.239869,0.530577,-0.347305,0.428123,0.112497,0.72263,-2.685625,-0.058037,-0.923517,0.167903,-0.238815,0.498374,-0.234416,0.49183,-0.712232,0.679805,0.097965,-0.040898,-0.114603,-0.501362,-1.109876,0.559745,0.89632,-0.060486,0.192745,1.346923,-0.196385,1
0.195859,0.041169,-1.254052,-0.600128,0.574429,0.018989,1.127119,-0.016321,0.803492,0.320747,0.032653,0.134539,0.647406,0.036949,0.104365,0.545138,1.429585,-0.01528,-0.025509,0.463853,1.165609,0.357815,-0.018338,0.339926,0.556187,-0.159885,1.073642,-0.161966,0.859727,1.678251,-0.108416,0.038352,1.013826,0.534367,0.673429,0.527343,0.609007,0.344831,-0.392546,0.02146,0.02147,0.71603,-0.551285,-0.069642,0.157614,0.030677,0.888567,0.650883,1.20634,0.042802,0.29431,0.34704,0.313578,0.095316,0.040064,-0.139944,0.032044,-0.142583,0.214005,0.114357,0.047411,0.462581,-0.111532,0.033694,-0.038014,0.149443,0.617884,0.53912,-0.546737,0.03155,0.693159,-0.123417,0.053452,-0.038089,-0.119366,-0.029576,0.581096,0.496093,0.535665,-0.064653,1.700351,0.614798,0.035188,0.173522,0.700993,-0.058853,-0.732535,0.563573,0.328519,-0.218573,0.027624,0.025191,0.891621,-0.064402,1.060959,0.437773,0.383638,1.144519,0.035892,-0.054457,-0.553421,-0.33398,0.357173,-0.127711,-0.114259,0.852254,0.890002,0.125578,0.31866,0.314281,0.243883,0.017316,-0.022413,0.126015,1.081359,1.012941,0.012626,0.733671,0.629246,0.860563,0.46827,-0.063009,0.975855,0.657375,-0.340052,1.784656,0.62085,0.349395,0.28404,0.447604,-0.11306,0.151872,1.42978,0.057856,0.048349,0.66418,-0.025055,0.594914,0.71573,-0.040951,0.057224,0.055987,0.871355,-0.078592,1.609115,0.029398,0.05656,0.833991,0.03704,-0.08071,-0.067391,0.847604,-0.073446,-0.179124,-0.071286,0.218874,-0.6426,-0.116591,0.214936,-0.10309,-0.064116,0.346286,-0.079377,-0.117371,0.039121,-0.172691,0.224169,-0.089388,-0.04047,0.392226,0.88682,0.298615,0.068291,0.593227,-0.058594,0.372774,-0.333594,1.438197,0.125769,0.984098,0.031975,0.963408,-0.136471,0.703813,0.095113,0.457308,-0.085016,0.494431,-0.088102,0.713915,-0.655379,-0.506535,0.04528,0.270681,-0.10402,-0.326835,-0.060486,-0.135316,0.565169,0.541386,1
-1.063526,-0.799954,-1.791845,-0.425978,0.030987,0.196987,-0.318834,0.367925,-0.173524,-1.670831,0.404485,-0.277161,-1.939777,0.445194,-0.487244,-0.160188,0.057984,0.079777,-0.829884,0.081835,-0.343028,0.23996,0.692986,-0.629409,-1.905926,0.928003,-0.155456,0.851595,0.803914,-0.344769,0.016632,-0.970134,-0.331952,-0.428229,-1.012979,-1.226211,-0.840902,-0.121986,-1.319764,-0.038764,0.292314,-0.628573,0.047719,-0.731704,0.167875,1.006634,-1.195042,-1.305084,-1.503887,0.221955,-0.561429,-0.070501,-1.271664,-0.958132,0.33016,0.390877,-0.257312,-0.036767,0.598665,-0.036514,0.042254,0.076817,0.552032,0.624736,0.401649,-0.878378,-2.070076,-0.231135,0.219178,-1.608959,-0.466656,0.630232,0.236217,-0.416466,-1.197439,0.317726,-1.944232,0.582067,-1.011361,1.062111,-2.164299,-1.489823,-0.245219,0.247889,-1.236091,-0.471796,-1.252757,0.026858,1.773617,-0.099974,0.356604,-0.927703,0.263197,-1.068936,-0.914296,-0.927862,-0.478397,-0.688713,-0.622463,-0.068526,1.86757,0.37361,-0.935439,0.336162,-0.778478,-1.8988,-1.522116,-0.289686,0.025721,1.002581,-0.689631,-0.180377,-0.562459,0.524279,-0.898239,0.077776,-0.708565,-0.668071,0.023994,0.421052,-0.03716,1.619764,0.601544,-1.071883,0.470685,-1.707171,-0.52674,-0.783311,0.148805,-0.6174,0.267002,-0.580384,0.04452,-1.752092,-0.355124,-0.513331,0.05131,-0.692494,0.987674,0.197499,0.715117,0.698617,-0.416941,-0.06788,-1.550315,-0.495895,1.115699,-1.164233,0.097901,-0.354548,-0.679706,-0.252284,-0.977708,-0.556914,-0.422795,0.101779,0.67137,-0.766126,-0.506784,0.269582,-0.064116,-1.702057,1.767156,0.901925,-0.52768,-0.773014,0.019071,0.416246,-0.502222,-0.522187,-1.229664,-0.884063,0.777453,-1.591937,-0.620278,-0.681967,-1.580874,-2.491557,-0.4681,-1.504734,-0.796,-1.95684,-0.2461,-0.822669,-0.479244,1.092362,0.449862,0.598868,-0.35865,0.097965,0.732832,1.228754,-0.033938,0.456081,0.494279,-0.870236,-0.74132,-0.299954,-0.656449,0.415799,1
0.700356,0.960401,1.882605,-0.310099,0.63782,-0.268723,-0.659343,-0.035238,0.288699,0.752252,0.023326,0.524815,0.813183,0.499196,0.388482,0.390558,-0.065522,-0.192162,-0.018699,1.031885,-0.760672,0.40028,-0.531997,0.153367,0.026513,-0.08576,-0.005658,-0.309817,-0.008715,-0.238144,1.104749,0.07343,0.078566,0.344928,0.382291,0.61254,-0.109238,-0.167647,1.255002,0.25027,-0.604712,0.310859,1.096826,-0.684172,-0.489927,-0.552731,0.166285,0.465584,-0.032867,0.54105,0.526906,0.680108,-0.413993,1.670309,0.261508,-0.139944,0.34692,-0.142583,0.294343,-0.014818,-0.168971,-0.31579,0.526089,-0.349556,-0.244814,0.141471,0.614252,0.254598,0.56907,1.317903,0.449438,0.186702,0.372804,0.134574,-0.296757,-0.000344,0.608324,-0.035958,0.456306,-0.242624,0.567761,-0.121906,-0.577469,0.751295,0.675776,-0.87538,0.065893,0.670519,-0.922998,0.087057,0.159568,0.121368,-0.795467,-0.4488,0.872286,-0.377516,0.626588,0.379844,0.33067,0.459982,0.408212,0.067733,0.037949,0.625247,0.416829,0.703198,-0.025879,-0.160362,0.571345,-0.173973,0.672113,0.091182,0.004691,-1.628037,-0.46355,0.865844,-0.228083,0.136673,0.15084,0.318426,-0.468156,-0.416658,0.040232,0.741744,-0.025019,0.244308,0.579268,0.45234,-0.21253,0.2926,0.038591,0.741065,0.244125,1.0256,1.001758,-0.476276,0.149957,0.350512,-1.03003,0.292409,0.306086,-0.010693,0.124557,0.035605,0.790391,0.332071,0.323214,0.531213,0.008835,-0.795264,0.715058,-0.124377,-0.207951,-0.520832,-0.083801,-0.981606,-0.539928,-0.963414,0.245078,-0.351865,-0.328083,1.089273,-0.165442,-0.424871,-0.067053,-0.425996,-0.027897,0.462361,0.081996,0.989875,0.491463,-0.130774,-0.051013,0.770359,-0.566747,0.146707,0.625042,0.64103,-0.347011,0.677768,-0.104266,0.844728,-0.2461,0.143269,-0.147806,-0.688153,0.026162,0.274321,0.139223,0.921224,0.398771,-0.013511,0.635647,0.394749,-0.525914,-0.232561,-0.144593,0.334823,-0.775264,-0.1981,1
0.833017,0.380422,1.862863,0.374897,0.548553,-0.084082,1.346464,-1.030359,0.93392,-0.104414,-0.147401,0.490494,0.601392,-0.654302,0.245955,0.631885,0.510376,1.223098,0.197219,0.600497,-1.252386,-0.158842,0.182889,-0.387943,0.719782,-0.94312,0.902718,-0.907514,1.679243,-0.268383,0.385449,0.519837,-0.329262,0.607987,-0.030849,0.723078,0.021847,-0.447103,0.166905,0.039928,0.494481,0.710972,0.653112,-0.713592,0.638764,0.143422,0.618029,0.998955,1.046,0.050926,-0.455852,0.714797,0.289772,-0.28616,0.172768,-0.95425,0.269206,-1.123687,-0.488956,0.40872,0.042647,-0.377398,0.638552,0.050359,-0.713871,0.574857,0.517007,0.781136,0.593318,0.359471,-0.697353,0.447657,0.34596,0.380316,-0.074622,-0.417212,1.011984,0.112583,0.355141,-0.716318,0.63036,-0.070094,-0.288983,-0.132893,0.75771,-0.460889,-0.306137,-0.592309,-0.129241,0.576074,0.205672,0.41567,-0.015924,-0.260733,1.353167,0.274014,0.829491,0.750165,0.426241,0.288466,0.417619,-0.535299,-1.006348,0.533485,0.424086,1.011879,0.965918,-0.303881,0.283413,0.003862,0.66188,0.468195,0.140107,-1.704714,-0.481844,0.750794,0.29975,0.35748,0.746952,-1.301133,-0.38565,-0.550497,1.151653,0.284817,0.486401,1.354908,0.456491,-1.185145,0.391467,0.210905,-0.414095,0.491352,0.526803,-0.287388,0.366638,-0.2629,0.523791,0.847352,-1.303453,-0.202407,0.317569,0.054204,-1.275127,-0.066825,0.911727,0.342961,-0.054081,1.506713,-0.035741,-0.979065,-0.449076,-0.705294,0.298456,-1.344095,-0.097302,-1.298762,-0.135614,0.026094,0.518229,-0.483262,-0.119493,0.632315,-0.294563,-1.156002,0.281006,-0.529274,-0.195008,-0.170785,-0.549198,1.027578,0.744834,-0.49185,0.29455,0.701346,0.014704,-0.326989,-0.265406,1.05381,-1.12395,1.739674,-0.703459,0.722831,-1.987063,0.195903,-1.695773,-0.349536,-1.032827,1.137182,-0.977869,1.07859,0.331553,0.436089,0.060918,0.133802,-1.087751,0.038503,-0.383078,-0.966752,-3.291104,0.610313,1
-0.310836,-0.06054,0.061265,-1.083982,-0.087228,-0.307503,-1.252117,-0.120458,-0.115238,0.011139,-0.082804,-0.305666,-0.453638,-0.477505,-0.322611,0.03763,0.007331,-0.606393,-0.060458,0.169066,-0.180081,0.460308,-0.160566,0.187713,0.051949,0,-0.168576,0,0.981987,-0.701314,-0.219134,0.100879,-0.369496,-0.06534,0.356218,-0.320644,-0.380806,0.098607,-0.237347,-0.329373,0.298528,0.144642,-0.116001,-0.062891,0.273852,-0.347504,0.042216,0.089178,-0.225456,-0.029173,-0.430542,0.412878,-0.53451,-0.414351,-0.206345,-0.213084,0.350654,0.238919,-0.17801,-0.238231,-0.263893,0.168742,0.452806,-0.13156,0.298031,-0.204168,-0.857193,-0.047396,-0.048674,-0.368028,0.063369,0.15481,-0.145679,-0.298743,-0.790755,-0.105268,-0.167626,-0.452967,-0.488933,0.006978,-0.174599,0.002206,-0.159179,0.118974,0.018108,0.025169,-0.042002,-0.220387,0,-0.156815,-0.385129,-0.137713,-0.010137,-0.285433,-0.302407,-0.170606,-0.270482,-0.143123,-0.202952,-0.089389,0.205019,0.336814,-0.168245,-0.36791,-0.095672,-0.018075,0.110743,0.223058,-0.14879,0.209615,-0.216163,0.061792,-0.170937,0.296918,0.27156,-0.128911,-0.072274,0.311466,0.138201,-0.121678,0,-0.09727,0.111694,0.068317,0.071779,-0.085962,-0.078816,0.185572,-0.343461,0.164984,0.237537,-0.248571,-0.096669,-0.641864,-0.462471,0.702874,-0.211418,-0.260225,-0.251733,-0.005025,0.033385,-0.452601,0.094142,0.505708,-0.041436,-0.208436,-0.051799,-0.245076,-0.595091,-0.164474,-0.976407,-0.01675,-0.49478,-0.086419,-0.013273,0.087952,0,-0.116591,0.248276,0.21682,-0.163342,-0.379927,-0.147341,-0.275587,-0.453426,0.048549,-0.230288,-0.387053,-0.174468,-0.045403,-0.121862,0.056023,-0.047009,-0.277298,-0.283427,0.157215,-0.519562,-0.262686,-0.114073,0.032687,0.141796,-0.079543,0,-0.49727,0.445232,0.496661,-0.203645,0.368381,-0.088102,-0.30928,-0.095163,0.24705,-0.551103,-0.178461,-0.624043,-1.206288,-0.153333,0.36813,-0.267855,-0.126702,1
-0.189785,-0.3355,0.151286,0.161434,0.191987,0.11921,0.041126,0.120458,0.223955,-0.42058,0.053572,0.391947,0.078255,0.64435,-0.155981,-0.097275,0.324606,0.143592,-0.080172,-0.655066,-0.05564,-0.314221,-0.101962,-0.16536,0.078982,-0.159885,0.383788,-0.161966,-0.806072,0.386269,0.586452,0.042502,0.420384,0.444923,-0.401032,0.259863,0.185374,0.132287,0.136437,0.717481,-0.337401,-0.400511,0.035768,-0.209263,0.159186,0.381886,-0.129117,-0.129924,0.255094,0.091163,0.562159,-0.605384,0.268318,-0.018232,0.206345,-0.120386,-0.098061,-0.238919,0.360378,0.332281,0.221715,-0.168742,-0.460585,0.095329,-0.165759,0.437465,0.608774,0.099166,0.143932,0.281207,-0.176665,-0.148192,0.246573,-0.020117,0.229836,-0.029576,0.001674,0.245385,-0.050384,-0.006978,0.046077,-0.271181,0.305818,-0.32875,-0.126501,-0.224328,0.897252,-0.03744,-0.129241,0.450774,0.385129,0.1754,0.050976,-0.05637,-0.422707,-0.03098,0.350269,0.269596,0.367546,0.413228,-0.318222,-0.590787,-0.144319,-0.689484,0.158875,0.200541,0.277091,-0.223058,0.136674,-0.487199,0.234185,0.208251,0.207152,-0.296918,-0.27156,0.131417,-0.20304,-0.356158,0.268646,0.121678,-0.049678,-0.103576,0.156424,0.101743,0.013183,0.495582,0.288513,-0.128845,0.122543,0.004716,-0.237537,0.242393,0.101642,0.237212,0.47676,-0.829103,0.468307,0.33017,0.251733,0.005025,-0.087503,0.786093,-0.640311,-0.455924,0.226335,0.102622,0.277257,0.243686,0.670648,-0.186163,0.542823,-0.301202,0.274713,-0.032615,0.088523,-0.087952,-0.135614,-0.48015,0.317481,0.194802,0.171349,0.163864,0.147341,0.194635,0.285505,-0.296138,0.230288,0.387053,0.131868,-0.016211,0.371346,-0.684293,0.06618,0.229114,0.283427,-0.259125,0.464698,0.575759,-0.328817,0.247838,-0.141796,0.287221,-0.2461,0.279331,-0.477887,-0.496661,-0.08162,-0.479174,0.050836,0.505763,0.240021,-0.072365,0.670265,0.135283,0.019323,0.64638,0.009929,-0.515412,1.097034,0.244563,1
0.278935,-0.05703,1.544885,0.978127,-0.355663,0.018989,-1.134368,0.081682,0.543139,0.345463,0.032653,-0.635318,-0.653503,-0.403221,-0.002217,0.627541,0.302522,0.004544,-0.025509,1.100118,-0.059105,-0.520459,-1.024513,0.154774,-1.860138,-0.129767,-0.152793,0.370346,-0.273039,-0.578603,0.81752,-0.235382,0.724433,-0.445124,0.239342,-0.661365,0.145678,0.508964,-0.293543,-0.905967,-0.602216,-0.42676,-0.91939,-0.994589,-0.478343,0.030677,0.497612,-0.464505,-0.253768,-0.896488,0.477916,-0.425239,-0.578661,0.392617,0.040064,-0.506557,0.138161,-0.13847,0.11,-0.53357,-0.658798,0.598108,-1.206013,-1.028905,0.447157,-0.257224,-1.469789,-1.481809,-0.841756,0.916377,0.358393,-0.272096,0.053452,0.089127,-0.509882,0.096815,-0.776586,0.081932,-0.879948,0.252416,0.193325,0.410661,0.217977,-0.170972,-0.239773,0.467834,-0.643786,0.285496,-0.129241,-0.845585,-0.513053,-0.118483,-0.297629,-0.833069,0.178043,0.042367,-1.249961,0.302935,-1.185878,0.300516,-1.192919,0.244791,-0.261857,0.570055,-0.356664,-0.16832,-0.308914,0.476886,-0.456589,-0.095475,-0.416119,0.463987,-0.271964,-0.190415,-0.389059,0.223768,0.007454,1.023197,-1.453722,-0.076677,0.702189,0.942575,-1.528244,-0.004262,0.047022,-0.042707,0.126198,-0.248615,-0.487684,0.650477,0.443445,-0.017507,-0.512892,0.751371,-1.072121,-1.377453,-0.598912,-2.513564,-0.468973,0.454784,0.04428,0.055987,-0.668995,-0.415316,1.441645,-0.238106,0.05656,-1.338995,-0.063958,0.176572,-0.226322,-0.993767,-0.743506,0.39439,0.160398,-0.145394,-0.135614,-0.296635,0.312525,0.337679,-0.185207,0.191467,0.140945,-1.137782,-0.491702,-1.370279,0.540118,0.009434,0.159106,0.151891,-0.376264,-0.603558,0.020129,-0.081003,-0.058594,0.279901,0.810617,-0.638921,0.452947,-0.191942,-0.985083,0.479311,0.957071,0.157524,-0.814948,-0.285795,0.576231,0.301989,0.457347,-0.561924,0.056046,-1.333882,-0.566654,-1.8021,-0.17563,-0.641255,0.492925,0.069941,-0.199568,0.054746,1
0.500621,0.39604,-0.212551,0.922548,-0.104759,0.188293,1.210992,-0.016321,-0.108716,0.409442,0.029232,-0.086282,0.375384,-0.166845,0.478592,0.059645,-0.331937,0.462801,0.14063,0.486,0.235721,-0.146087,0.262527,-0.022353,-0.130931,-0.159885,-0.215211,-0.161966,-0.175915,0.315044,-0.367317,-0.143381,-0.050889,-0.379583,0.044814,0.060781,0.195433,-0.230895,0.10091,-0.388109,0.038872,0.255869,0.080234,0.272154,-0.433038,-0.034382,0.086901,0.040746,-0.029638,-0.06199,-0.131617,0.192506,0.266191,0.432583,0.040064,0.33347,-0.252593,-0.142583,-0.182368,-0.094049,0.042178,-0.024429,0.007779,0.03623,-0.132272,-0.233297,0.248419,-0.05177,-0.095257,0.086821,0.113297,-0.006618,-0.100894,0.31886,0.560919,0.105268,0.165952,0.207582,0.539316,-0.064653,0.128522,0.268975,-0.146639,0.209776,0.108393,0.199159,-0.855251,0.257827,-0.129241,-0.29396,0.027624,-0.037686,-0.040839,0.341803,0.725114,0.201586,-0.079787,-0.126473,-0.164594,-0.323839,0.113204,0.253973,0.312565,1.057393,-0.063203,-0.182466,-0.387834,-0.04868,0.012116,0.277584,-0.018022,-0.270043,-0.036215,-0.190415,-0.228783,-0.002506,0.275314,0.044692,-0.406846,-0.091176,-0.049678,0.200845,-0.268118,-0.17006,-0.084963,-0.40962,-0.209697,-0.056727,0.220918,-0.1697,-0.075,0.006178,-0.004973,0.404652,-0.01429,0.126229,-0.256889,-0.069945,-0.065062,-0.040951,0.054118,-0.333493,0.546169,-0.049784,-0.184899,0.105814,-0.225459,0.00139,-0.075557,0.350637,0.433584,0.317952,0.220067,0.032615,-0.07525,-0.122909,-0.135614,0.48015,-0.565757,-0.411622,-0.008007,0.216063,-0.079377,0.080952,0.16792,0.247589,-0.051322,-0.089388,0.042601,0.061614,-0.249483,0.628269,-0.019171,0.048184,-0.058594,0.10191,0.054864,-0.313072,0.442889,-0.280526,-0.104266,-0.207678,-0.2461,0.21794,0.032655,-0.054956,0.285265,0.110793,-0.050836,-0.196483,-0.144858,-0.174685,-0.119162,0.043178,0.60472,0.559908,0.143404,0.147282,-0.829179,-0.117861,1
-0.638497,0.041169,0.086705,-0.278915,0.030987,0.018989,0.443004,0.606365,0.128652,0.176388,0.032653,0.027724,0.071434,0.036949,-0.18242,-0.544996,0.057984,0.079777,-0.025509,-1.516888,0.513698,0.054009,-0.492782,-0.068743,0.035884,-0.310924,-1.261694,0.712647,0.16048,0.533826,-2.013769,-0.564454,0.030607,0.059333,-0.819565,0.063883,0.030146,0.941269,0.046664,0.02146,0.02147,-0.698017,0.047719,0.731872,-0.845492,0.030677,-1.174486,-1.59289,-0.341854,-0.606789,0.03084,0.049879,-0.216467,-1.042953,0.040064,1.470607,-0.094999,0.748442,0.036664,-0.754673,0.056911,0.750255,-0.14316,0.009946,-0.038014,0.030137,0.070597,0.109142,0.049835,-0.411213,-0.038968,0.033679,0.053452,0.002065,0.265283,0.463772,0.096308,0.039745,-1.045294,0.241803,-1.240081,-0.441501,-0.31375,-0.681543,-1.356156,1.097681,-0.102465,-0.54401,1.316856,-0.691103,0.027624,0.025191,-0.162645,0.674218,-1.510833,0.287613,0.063199,-0.715106,0.035892,-0.632824,0.061359,-0.115837,-0.267475,0.082132,0.053468,-2.197311,-1.71125,0.3337,0.025721,-0.267818,-1.787699,0.347741,-0.022413,1.345614,0.644145,0.077776,-0.095241,0.120574,0.073108,-0.091176,1.154639,-0.263504,0.164903,0.057836,0.047022,0.028656,0.03504,-0.082851,-0.95984,-0.295802,0.237706,0.047472,-1.461286,-0.962253,0.048349,-0.364136,-0.947704,0.088774,1.928875,-0.040951,-0.172176,0.055987,0.537681,0.586198,-1.867283,0.029398,-0.562837,0.102999,0.03704,1.202823,-0.067391,-0.541047,0.29198,0.877371,0.288042,1.510325,0.941306,0.991811,0.06688,0.832368,0.584407,0.130628,-0.282751,-0.002399,0.005342,-0.049586,0.496314,0.573944,-0.04047,0.085295,-1.526444,0.075458,0.020129,0.050447,0.62759,0.142946,-0.245483,-2.702476,1.618234,0.100268,0.442012,-1.14911,2.332848,-0.005607,0.992723,0.308961,0.085885,0.08547,0.363231,-2.655847,0.056046,0.025414,0.04528,0.05007,1.320803,0.614877,0.916492,0.019015,0.523996,-0.9123,1
-0.27331,0.303677,-1.247875,1.474304,-0.392965,0.183127,-0.08867,0.387898,-0.361544,0.334939,0.40268,-0.494096,-0.196283,-0.973281,-0.873467,-0.61634,-0.195958,0.146703,-0.563738,0.733726,-0.521697,0.015088,0.069286,-0.319001,-1.911057,0.497359,-0.846358,-0.457548,-0.220492,0.479223,-2.052106,-0.05394,-0.525217,-0.483231,-0.144793,-0.988286,-0.368312,-0.657319,-0.210172,-0.821441,-0.356804,-0.076687,-1.273974,-0.739782,-0.301771,-0.883891,-0.429585,0.29976,-0.194309,0.143375,-0.38003,-0.045235,0.271266,1.279614,-0.27114,-0.651636,0.136115,-0.203228,0.004361,-1.007604,-0.365028,-0.156541,-0.635709,-0.541459,0.330049,-0.922765,-0.458114,-0.638691,-0.36682,0.124636,-0.282024,-0.135779,-0.508519,-0.610549,0.25794,0.737256,-0.423694,-0.164262,0.764624,0.42705,-0.576088,-1.150487,1.680577,-0.714575,-0.442991,0.600954,0.170084,-0.047849,0.114989,-0.458461,-0.080318,-0.12974,-0.078609,-0.211848,-0.653978,-0.56104,-0.622384,-0.279978,-0.483266,-0.252114,-0.001335,0.77767,-0.584327,0.54051,-0.647657,-0.714285,0.404542,-0.447055,-0.63073,0.577301,-0.291345,0.363677,-0.437637,-0.314206,-1.121241,-1.250693,0.0952,-0.31358,-0.723588,-0.184362,-0.40249,1.098189,-0.171734,-0.934124,-0.734263,-1.786898,-0.423846,-0.651435,-0.4609,-0.420505,0.412915,-0.623307,-0.134562,-0.233319,-0.536574,-0.361447,-0.246968,-1.580528,0.960421,0.377415,-0.574619,0.530314,-0.405488,-0.601282,-0.004999,-0.3216,0.320205,-1.439971,-0.2256,0.461044,0.509714,-0.954379,-1.194855,1.453392,-0.722944,0.100505,0.742953,-0.522386,0.048914,0.55308,-0.012799,-1.107566,-0.397385,-0.433955,-0.592991,-0.185475,-0.210391,0.412351,-0.196061,-0.798396,-0.090353,-0.487485,-0.070148,-0.809875,0.267015,-0.325006,0.407738,-0.416547,-0.01329,-1.251886,-0.062407,-0.305845,-0.811752,-0.057379,-0.365293,0.331742,-0.012849,-1.010614,0.170841,-1.232373,-0.318816,0.193856,-0.381166,-0.925269,-0.487309,-1.18356,-0.470869,-0.183278,-0.428636,0.146429,1
